"name","difficulty","complexity","blocking","delay","between","free","timeComp1","timeComp2","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"base.json","10.0","6","0","6","0.0","6","12","18","0","0.1616","0.3984","0.624","0.786","0.8814","5.2506"
"0.json","12.5","6","0","6","0.0","6","12","18","0","0.1596","0.3966","0.6308","0.791","0.8904","5.2326"
"1.json","12.5","9","1","8","0.0","5","19","21","1","0.0956","0.2956","0.516","0.7026","0.8226","5.7772"
"10.json","12.5","11","2","9","0.0","5","23","23","2","0.092","0.2872","0.5068","0.6814","0.8112","5.8584"
"100.json","12.5","18","4","14","1.0","3","32","30","3","0.0502","0.2004","0.3934","0.5662","0.7098","6.5374"
"101.json","12.5","22","6","16","2.0","3","38","34","4","0.0244","0.1296","0.2978","0.477","0.6378","7.0686"
"102.json","12.5","24","6","18","2.0","2","44","36","4","0.0168","0.0992","0.248","0.43","0.5944","7.343"
"103.json","12.5","26","8","18","3.0","2","47","38","5","0.0168","0.09","0.234","0.411","0.578","7.4684"
"104.json","12.5","18","4","14","1.0","3","32","30","3","0.0484","0.1992","0.3818","0.5702","0.7164","6.5202"
"105.json","12.5","24","6","18","2.0","2","44","36","4","0.0182","0.103","0.2556","0.4286","0.59","7.356"
"106.json","12.5","22","6","16","2.0","3","38","34","4","0.0288","0.1362","0.3062","0.4836","0.6344","7.0546"
"107.json","12.5","26","8","18","3.0","2","47","38","5","0.0118","0.0898","0.2306","0.4108","0.5734","7.4572"
"108.json","12.5","22","6","16","2.0","2","41","34","4","0.032","0.1336","0.2992","0.4828","0.6388","7.0414"
"109.json","12.5","26","8","18","3.0","2","47","38","5","0.0166","0.0964","0.2346","0.4042","0.5734","7.473"
"11.json","12.5","13","3","10","0.0","4","28","25","3","0.0596","0.2266","0.4442","0.623","0.767","6.191308066213241"
"110.json","12.5","26","8","18","3.0","2","47","38","5","0.0142","0.0942","0.23","0.4074","0.5654","7.527445351632"
"111.json","12.5","28","10","18","4.0","2","50","40","6","0.0148","0.0888","0.2166","0.3818","0.5438","7.6636"
"112.json","12.5","13","3","10","0.0","4","21","25","3","0.131","0.3378","0.5514","0.7158","0.8318","5.6304"
"113.json","12.5","21","6","15","2.0","3","35","33","4","0.04","0.1582","0.3274","0.515","0.6692","6.8274"
"114.json","12.5","21","6","15","2.0","3","35","33","4","0.0384","0.158","0.3326","0.5126","0.6622","6.8774"
"115.json","12.5","26","9","17","4.0","2","45","38","5","0.0242","0.1116","0.2468","0.4118","0.5696","7.492700629048"
"116.json","12.5","19","5","14","1.0","3","33","31","4","0.0498","0.194","0.389","0.5724","0.712","6.5414"
"117.json","12.5","23","7","16","2.0","3","39","35","5","0.0282","0.1342","0.292","0.4642","0.6204","7.1624"
"118.json","12.5","26","8","18","3.0","2","46","38","5","0.018","0.088","0.2302","0.4016","0.5652","7.5194"
"119.json","12.5","28","10","18","4.0","2","49","40","6","0.0158","0.0842","0.208","0.3612","0.5164","7.7742"
"12.json","12.5","11","2","9","0.0","4","24","23","2","0.1424","0.3686","0.586","0.75","0.8602","5.453"
"120.json","12.5","19","5","14","1.0","3","33","31","4","0.0538","0.1988","0.3858","0.5614","0.7088","6.5428"
"121.json","12.5","26","8","18","3.0","2","46","38","5","0.016","0.0938","0.2332","0.4112","0.5732","7.4578"
"122.json","12.5","23","7","16","2.0","3","39","35","5","0.024","0.1168","0.2728","0.4456","0.6106","7.215"
"123.json","12.5","28","10","18","4.0","2","49","40","6","0.017","0.0834","0.212","0.3684","0.5278","7.757"
"124.json","12.5","23","7","16","2.0","2","42","35","5","0.0286","0.1398","0.3032","0.4796","0.6404","7.0596"
"125.json","12.5","27","9","18","3.0","2","48","39","6","0.0184","0.0814","0.2252","0.3854","0.5478","7.6372"
"126.json","12.5","27","9","18","3.0","2","48","39","6","0.0176","0.0878","0.2212","0.3876","0.5462","7.5912"
"127.json","12.5","29","11","18","4.0","2","51","41","7","0.0166","0.0806","0.1966","0.3556","0.509","7.8422"
"128.json","12.5","9","1","8","0.0","5","16","21","1","0.1474","0.3872","0.5924","0.7584","0.8664","5.3844"
"129.json","12.5","12","2","10","0.0","4","23","24","2","0.139","0.351","0.571","0.7394","0.8516","5.5122"
"13.json","12.5","13","3","10","0.0","4","28","25","3","0.0888","0.2846","0.4848","0.6628","0.7984","5.96"
"130.json","12.5","12","2","10","0.0","4","23","24","2","0.1396","0.3466","0.5646","0.7268","0.8392","5.5628"
"131.json","12.5","14","3","11","0.0","3","28","26","3","0.1262","0.3272","0.5342","0.7106","0.8274","5.6666"
"132.json","12.5","15","3","12","1.0","4","28","27","2","0.0622","0.2328","0.4318","0.6048","0.7396","6.32771236"
"133.json","12.5","17","4","13","1.0","4","32","29","3","0.0564","0.2088","0.4154","0.5984","0.7344","6.418"
"134.json","12.5","18","4","14","1.0","3","35","30","3","0.0552","0.1946","0.3878","0.5654","0.7072","6.5542"
"135.json","12.5","19","5","14","1.0","3","37","31","4","0.0542","0.2032","0.3838","0.5638","0.7088","6.5544"
"136.json","12.5","15","3","12","1.0","4","28","27","2","0.0736","0.2314","0.4316","0.6158","0.7422","6.2908"
"137.json","12.5","18","4","14","1.0","3","35","30","3","0.0464","0.2014","0.388","0.5748","0.7168","6.5426"
"138.json","12.5","17","4","13","1.0","4","32","29","3","0.0534","0.1994","0.3964","0.5784","0.7218","6.4866"
"139.json","12.5","19","5","14","1.0","3","37","31","4","0.0516","0.2004","0.391","0.5656","0.7052","6.5996"
"14.json","12.5","13","3","10","0.0","4","28","25","3","0.093","0.2836","0.4916","0.6658","0.803","5.925"
"140.json","12.5","19","5","14","2.0","3","37","31","3","0.0538","0.1816","0.365","0.5452","0.6892","6.6708"
"141.json","12.5","21","6","15","2.0","3","41","33","4","0.043","0.1584","0.335","0.5094","0.6632","6.8994"
"142.json","12.5","21","6","15","2.0","3","41","33","4","0.0388","0.1554","0.3318","0.5056","0.6544","6.8944"
"143.json","12.5","22","7","15","2.0","3","43","34","5","0.0432","0.1582","0.327","0.4946","0.6508","6.9332712"
"144.json","12.5","12","2","10","0.0","4","20","24","2","0.1434","0.3584","0.572","0.7392","0.8458","5.5252"
"145.json","12.5","18","4","14","1.0","3","32","30","3","0.0532","0.2002","0.4058","0.5836","0.7228","6.4834"
"146.json","12.5","18","4","14","1.0","3","32","30","3","0.0546","0.2116","0.3938","0.5772","0.722","6.48611088"
"147.json","12.5","22","6","16","2.0","2","41","34","4","0.0334","0.1388","0.3032","0.4758","0.6354","7.036"
"148.json","12.5","18","4","14","1.0","3","32","30","3","0.0578","0.2122","0.3916","0.575","0.7212","6.4724"
"149.json","12.5","22","6","16","2.0","3","38","34","4","0.0236","0.1246","0.2868","0.4632","0.6254","7.11678665424"
"15.json","12.5","14","4","10","0.0","4","30","26","4","0.0678","0.2302","0.4332","0.6122","0.7564","6.2562"
"150.json","12.5","24","6","18","2.0","2","44","36","4","0.016","0.094","0.2488","0.438","0.609","7.2736"
"151.json","12.5","26","8","18","3.0","2","47","38","5","0.0156","0.0856","0.2292","0.3942","0.558","7.5354"
"152.json","12.5","18","4","14","1.0","3","32","30","3","0.0538","0.1908","0.388","0.5742","0.7192","6.5242"
"153.json","12.5","24","6","18","2.0","2","44","36","4","0.0148","0.0984","0.2516","0.4324","0.5976","7.347578880000001"
"154.json","12.5","22","6","16","2.0","3","38","34","4","0.0266","0.1308","0.2948","0.4792","0.6418","7.0636"
"155.json","12.5","26","8","18","3.0","2","47","38","5","0.0198","0.0936","0.2264","0.3976","0.558","7.508843"
"156.json","12.5","22","6","16","2.0","2","41","34","4","0.0322","0.147","0.3144","0.4916","0.6524","6.98525472"
"157.json","12.5","26","8","18","3.0","2","47","38","5","0.0156","0.097","0.2278","0.396","0.5622","7.4814"
"158.json","12.5","26","8","18","3.0","2","47","38","5","0.0138","0.0898","0.2276","0.3972","0.5616","7.5486"
"159.json","12.5","28","10","18","4.0","2","50","40","6","0.017","0.082","0.2064","0.3722","0.5236","7.737"
"16.json","12.5","9","1","8","0.0","5","16","21","1","0.157","0.3802","0.6048","0.7606","0.865","5.36989448"
"160.json","12.5","11","2","9","0.0","5","18","23","2","0.1422","0.355","0.5694","0.7358","0.8486","5.5152"
"161.json","12.5","14","3","11","0.0","4","25","26","3","0.1254","0.328","0.558","0.7244","0.8342","5.6322"
"162.json","12.5","14","3","11","0.0","4","25","26","3","0.1152","0.314","0.5316","0.7062","0.8256","5.7174"
"163.json","12.5","16","4","12","0.0","3","30","28","4","0.1162","0.306","0.5072","0.6824","0.8074","5.826"
"164.json","12.5","19","5","14","2.0","4","32","31","3","0.0436","0.1656","0.3372","0.5098","0.6654","6.8684"
"165.json","12.5","21","6","15","2.0","4","36","33","4","0.0296","0.1456","0.3204","0.5078","0.6582","6.928823357330848"
"166.json","12.5","22","6","16","2.0","3","39","34","4","0.0328","0.1356","0.313","0.492","0.6546","6.9808"
"167.json","12.5","23","7","16","2.0","3","41","35","5","0.0286","0.1384","0.3098","0.4806","0.6374","7.0468"
"168.json","12.5","19","5","14","2.0","4","32","31","3","0.0408","0.1714","0.36","0.529","0.6784","6.7912"
"169.json","12.5","22","6","16","2.0","3","39","34","4","0.0312","0.133","0.2994","0.485","0.6474","7.0016"
"17.json","12.5","15","3","12","1.0","4","28","27","2","0.0658","0.2282","0.4222","0.605","0.7432","6.35029732"
"170.json","12.5","21","6","15","2.0","4","36","33","4","0.0356","0.1594","0.327","0.511","0.6608","6.896210920000001"
"171.json","12.5","23","7","16","2.0","3","41","35","5","0.0352","0.1432","0.3106","0.4876","0.645","7.0042"
"172.json","12.5","24","8","16","4.0","3","42","36","4","0.0286","0.1246","0.2694","0.4366","0.589","7.3238"
"173.json","12.5","26","9","17","4.0","3","46","38","5","0.0204","0.0998","0.2514","0.4166","0.5794","7.442"
"174.json","12.5","26","9","17","4.0","3","46","38","5","0.0212","0.1012","0.2416","0.4166","0.5676","7.4668"
"175.json","12.5","27","10","17","4.0","3","48","39","6","0.0228","0.1018","0.25","0.3972","0.5676","7.4642854"
"176.json","12.5","13","3","10","0.0","4","21","25","3","0.1356","0.3326","0.5426","0.7128","0.8268","5.6514"
"177.json","12.5","19","5","14","1.0","3","33","31","4","0.0538","0.2042","0.391","0.5698","0.7076","6.54329668"
"178.json","12.5","19","5","14","1.0","3","33","31","4","0.0554","0.206","0.3932","0.58","0.7208","6.52"
"179.json","12.5","23","7","16","2.0","2","42","35","5","0.0364","0.1442","0.2974","0.474","0.6354","7.0452"
"18.json","12.5","15","3","12","1.0","4","28","27","2","0.0688","0.234","0.437","0.6022","0.7422","6.322"
"180.json","12.5","21","6","15","2.0","3","35","33","4","0.0388","0.1612","0.337","0.5188","0.6702","6.852530280000001"
"181.json","12.5","23","7","16","2.0","3","39","35","5","0.0306","0.1246","0.29","0.4664","0.6126","7.1933017686000005"
"182.json","12.5","26","8","18","3.0","2","46","38","5","0.016","0.087","0.2274","0.3968","0.5644","7.5244"
"183.json","12.5","27","9","18","3.0","2","48","39","6","0.0138","0.0828","0.2202","0.3906","0.5524","7.6404"
"184.json","12.5","21","6","15","2.0","3","35","33","4","0.0388","0.1538","0.3252","0.501","0.6456","6.9372"
"185.json","12.5","26","8","18","3.0","2","46","38","5","0.013","0.0868","0.234","0.3974","0.561","7.488"
"186.json","12.5","23","7","16","2.0","3","39","35","5","0.027","0.1284","0.2842","0.458","0.6172","7.1899276"
"187.json","12.5","27","9","18","3.0","2","48","39","6","0.0164","0.085","0.2098","0.3728","0.5386","7.7078"
"188.json","12.5","26","9","17","4.0","2","45","38","5","0.024","0.1034","0.2394","0.4082","0.5652","7.5"
"189.json","12.5","28","10","18","4.0","2","49","40","6","0.0152","0.0852","0.214","0.372","0.5332","7.7152"
"19.json","12.5","19","5","14","2.0","3","37","31","3","0.046","0.1692","0.3484","0.5228","0.668","6.8186"
"190.json","12.5","28","10","18","4.0","2","49","40","6","0.014","0.0804","0.2082","0.3634","0.529","7.719"
"191.json","12.5","29","11","18","4.0","2","51","41","7","0.0128","0.0776","0.195","0.3508","0.5088","7.877762119999999"
"192.json","12.5","11","2","9","0.0","4","19","23","2","0.1426","0.3606","0.583","0.7416","0.8466","5.4998"
"193.json","12.5","17","4","13","1.0","3","31","29","3","0.0666","0.2312","0.415","0.5934","0.73","6.3844"
"194.json","12.5","17","4","13","1.0","3","31","29","3","0.0624","0.226","0.4152","0.5902","0.7324","6.3852"
"195.json","12.5","21","6","15","2.0","2","40","33","4","0.0382","0.1538","0.3222","0.5088","0.6574","6.9292"
"196.json","12.5","17","4","13","1.0","3","31","29","3","0.0674","0.2224","0.421","0.6016","0.7412","6.3614"
"197.json","12.5","19","5","14","1.0","3","35","31","4","0.0512","0.1732","0.3532","0.5188","0.6702","6.794970506055999"
"198.json","12.5","22","6","16","2.0","2","42","34","4","0.0256","0.1302","0.3058","0.481","0.6282","7.1026"
"199.json","12.5","23","7","16","2.0","2","44","35","5","0.0234","0.1254","0.2762","0.4548","0.616","7.187"
"2.json","12.5","9","1","8","0.0","5","19","21","1","0.1026","0.3106","0.5372","0.7126","0.8376","5.7194"
"20.json","12.5","12","2","10","0.0","4","23","24","2","0.138","0.344","0.5622","0.7354","0.8486","5.5458"
"200.json","12.5","17","4","13","1.0","3","31","29","3","0.0606","0.2248","0.4262","0.6","0.7346","6.36027228"
"201.json","12.5","22","6","16","2.0","2","42","34","4","0.0296","0.1226","0.296","0.4728","0.632","7.085385764671466"
"202.json","12.5","19","5","14","1.0","3","35","31","4","0.0506","0.1744","0.345","0.5186","0.66","6.8486"
"203.json","12.5","23","7","16","2.0","2","44","35","5","0.028","0.1338","0.287","0.4608","0.6076","7.1688"
"204.json","12.5","21","6","15","2.0","2","40","33","4","0.0372","0.1576","0.3456","0.5232","0.6814","6.7998"
"205.json","12.5","23","7","16","2.0","2","44","35","5","0.0276","0.1142","0.2716","0.4426","0.6138","7.2414"
"206.json","12.5","23","7","16","2.0","2","44","35","5","0.025","0.1248","0.2806","0.4546","0.6052","7.2344"
"207.json","12.5","24","8","16","2.0","2","46","36","6","0.0296","0.12","0.2624","0.426","0.5874","7.3746"
"208.json","12.5","13","3","10","0.0","4","21","25","3","0.1326","0.3376","0.5494","0.7136","0.8324","5.6374"
"209.json","12.5","21","6","15","2.0","3","35","33","4","0.0396","0.163","0.3338","0.5064","0.6582","6.8814"
"21.json","12.5","17","4","13","1.0","4","32","29","3","0.0648","0.2182","0.401","0.581","0.7322","6.4336"
"210.json","12.5","21","6","15","2.0","3","35","33","4","0.0378","0.1656","0.3446","0.5152","0.6612","6.8672"
"211.json","12.5","26","9","17","4.0","2","45","38","5","0.023","0.108","0.2564","0.4098","0.5718","7.4474"
"212.json","12.5","19","5","14","1.0","3","33","31","4","0.058","0.2044","0.39","0.5624","0.7098","6.5332"
"213.json","12.5","23","7","16","2.0","3","39","35","5","0.0258","0.1208","0.2766","0.4442","0.6034","7.222438660353719"
"214.json","12.5","26","8","18","3.0","2","46","38","5","0.0186","0.0982","0.2484","0.4258","0.5788","7.452"
"215.json","12.5","28","10","18","4.0","2","49","40","6","0.015","0.08","0.2074","0.3618","0.532","7.7366"
"216.json","12.5","19","5","14","1.0","3","33","31","4","0.0642","0.2068","0.3828","0.562","0.7096","6.5342"
"217.json","12.5","26","8","18","3.0","2","46","38","5","0.018","0.0898","0.2252","0.4052","0.5774","7.4576"
"218.json","12.5","23","7","16","2.0","3","39","35","5","0.0234","0.1246","0.2756","0.4578","0.619","7.2184"
"219.json","12.5","28","10","18","4.0","2","49","40","6","0.0162","0.0846","0.2192","0.3758","0.5254","7.7386"
"22.json","12.5","18","4","14","1.0","3","35","30","3","0.0522","0.198","0.3858","0.5768","0.7178","6.5118"
"220.json","12.5","23","7","16","2.0","2","42","35","5","0.0348","0.1452","0.3142","0.4826","0.6398","6.9976"
"221.json","12.5","27","9","18","3.0","2","48","39","6","0.0156","0.0832","0.225","0.387","0.5478","7.5924"
"222.json","12.5","27","9","18","3.0","2","48","39","6","0.013","0.0802","0.2112","0.3756","0.5428","7.6726"
"223.json","12.5","29","11","18","4.0","2","51","41","7","0.017","0.0796","0.1974","0.3454","0.4994","7.88676844"
"224.json","12.5","13","3","10","0.0","4","21","25","3","0.1376","0.344","0.5494","0.7122","0.8298","5.62869996"
"225.json","12.5","19","5","14","1.0","3","33","31","4","0.061","0.2112","0.3968","0.5782","0.7252","6.48267688"
"226.json","12.5","19","5","14","1.0","3","33","31","4","0.049","0.1906","0.3666","0.555","0.707","6.5972"
"227.json","12.5","23","7","16","2.0","2","42","35","5","0.0348","0.147","0.3034","0.4858","0.6416","7.0314"
"228.json","12.5","21","6","15","2.0","3","35","33","4","0.0396","0.1558","0.322","0.499","0.6506","6.9364"
"229.json","12.5","23","7","16","2.0","3","39","35","5","0.027","0.1242","0.2792","0.4488","0.6186","7.192505489070326"
"23.json","12.5","21","6","15","2.0","3","41","33","4","0.042","0.1654","0.33","0.508","0.6552","6.8852"
"230.json","12.5","26","8","18","3.0","2","46","38","5","0.0146","0.0914","0.2386","0.4014","0.5666","7.4852"
"231.json","12.5","27","9","18","3.0","2","48","39","6","0.0114","0.075","0.2218","0.3856","0.5532","7.6288"
"232.json","12.5","21","6","15","2.0","3","35","33","4","0.0418","0.159","0.3252","0.5072","0.6526","6.9362"
"233.json","12.5","26","8","18","3.0","2","46","38","5","0.0172","0.0952","0.2342","0.4056","0.5764","7.47249152"
"234.json","12.5","23","7","16","2.0","3","39","35","5","0.0256","0.1188","0.275","0.4526","0.6052","7.22344368"
"235.json","12.5","27","9","18","3.0","2","48","39","6","0.0166","0.0848","0.2224","0.3848","0.5492","7.61674156"
"236.json","12.5","26","9","17","4.0","2","45","38","5","0.0238","0.101","0.2396","0.407","0.5636","7.4975"
"237.json","12.5","28","10","18","4.0","2","49","40","6","0.0174","0.08","0.2156","0.369","0.5324","7.7122"
"238.json","12.5","28","10","18","4.0","2","49","40","6","0.0158","0.0828","0.2068","0.372","0.5232","7.7706"
"239.json","12.5","29","11","18","4.0","2","51","41","7","0.0174","0.0762","0.1964","0.3446","0.504","7.8864"
"24.json","12.5","12","2","10","0.0","4","23","24","2","0.129","0.3418","0.551","0.7274","0.8436","5.579"
"240.json","12.5","14","4","10","0.0","4","22","26","4","0.121","0.3136","0.5246","0.701","0.8194","5.7606"
"241.json","12.5","22","7","15","2.0","3","36","34","5","0.0426","0.1588","0.3338","0.5072","0.6596","6.8626"
"242.json","12.5","22","7","15","2.0","3","36","34","5","0.0352","0.1502","0.3182","0.4914","0.6516","6.9724"
"243.json","12.5","27","10","17","4.0","2","46","39","6","0.0214","0.0912","0.227","0.3898","0.5538","7.5672"
"244.json","12.5","22","7","15","2.0","3","36","34","5","0.0408","0.159","0.3248","0.4966","0.6514","6.945400320000001"
"245.json","12.5","24","8","16","2.0","3","40","36","6","0.029","0.117","0.2662","0.4304","0.591","7.3444"
"246.json","12.5","28","10","18","4.0","2","48","40","6","0.0156","0.083","0.2098","0.367","0.5316","7.7032"
"247.json","12.5","29","11","18","4.0","2","50","41","7","0.019","0.0836","0.2082","0.3636","0.522","7.793"
"248.json","12.5","22","7","15","2.0","3","36","34","5","0.0442","0.1644","0.3222","0.4854","0.6364","6.9522"
