"combinations","n","pMax","pAvg","r2","rse1","rse2"
"complexity,blocking,inverseDelay,centrality,free","5","8.691913265707392e-10","1.448665738364346e-10","0.9815035286263165","0.09477328328743259","0.09496264068558893"
"complexity,blocking,inverseDelay,centrality,timeComp1","5","7.662440988612853e-5","1.2771267568477586e-5","0.9798691999089136","0.09887170014715191","0.09906924619854675"
"complexity,blocking,inverseDelay,free,timeComp1","5","0.0017953656350253842","0.0002992738245561213","0.9776606305876135","0.10415423633598936","0.10436233691576698"
"complexity,blocking,centrality,free,timeComp1","5","5.499231117788383e-13","1.3058933861247156e-13","0.98238372156787","0.09249080662665862","0.09267560362733959"
"complexity,delay,inverseBlocking,inverseDelay,centrality","5","0.9999929903861496","0.5965676791030924","0.9770342441096705","0.10560436177140406","0.10581535970758768"
"complexity,delay,inverseBlocking,inverseDelay,free","5","0.9999837448219693","0.4999902168952755","0.9767930612307312","0.10615743397469879","0.10636953695135136"
"complexity,delay,inverseBlocking,centrality,free","5","0.9999917632366808","0.4999939277047714","0.9787328659826026","0.10162392580245737","0.10182697081169298"
"complexity,delay,inverseBlocking,centrality,timeComp1","5","0.999994463179055","0.49999626005050773","0.9786148498791942","0.10190550270437697","0.10210911030538611"
"complexity,delay,inverseBlocking,free,timeComp1","5","0.9999858373747924","0.49999209536129796","0.9753108495287847","0.10949506792820744","0.10971383951081638"
"complexity,delay,inverseDelay,centrality,free","5","1.3746270142924071e-7","2.305531681204535e-8","0.9815035286263165","0.09477328328743251","0.09496264068558884"
"complexity,delay,inverseDelay,centrality,timeComp1","5","7.662440988599811e-5","1.2771194679706894e-5","0.9798691999089136","0.09887170014715199","0.09906924619854685"
"complexity,delay,inverseDelay,free,timeComp1","5","0.0017953656350813275","0.00029927382456544307","0.9776606305876137","0.10415423633598929","0.1043623369157669"
"complexity,delay,centrality,free,timeComp1","5","5.499231118097559e-13","1.310744386632216e-13","0.98238372156787","0.09249080662665858","0.09267560362733955"
"complexity,inverseBlocking,inverseDelay,centrality,free","5","8.691913265707392e-10","1.448665738364346e-10","0.9815035286263165","0.09477328328743259","0.09496264068558893"
"complexity,inverseBlocking,inverseDelay,centrality,timeComp1","5","7.662440988612853e-5","1.2771267568477586e-5","0.9798691999089136","0.09887170014715191","0.09906924619854675"
"complexity,inverseBlocking,inverseDelay,free,timeComp1","5","0.0017953656350253842","0.0002992738245561213","0.9776606305876135","0.10415423633598936","0.10436233691576698"
"complexity,inverseBlocking,centrality,free,timeComp1","5","5.499231117788383e-13","1.3058933861247156e-13","0.98238372156787","0.09249080662665862","0.09267560362733959"
"blocking,delay,inverseDelay,centrality,free","5","1.3746270143143898e-7","2.3055316812410355e-8","0.9815035286263165","0.09477328328743256","0.0949626406855889"
"blocking,delay,inverseDelay,centrality,timeComp1","5","7.662440988633163e-5","1.2771267568511921e-5","0.9798691999089136","0.09887170014715188","0.09906924619854673"
"blocking,delay,inverseDelay,free,timeComp1","5","0.001795365635068347","0.00029927382434410526","0.9776606305876137","0.10415423633598925","0.10436233691576687"
"blocking,delay,centrality,free,timeComp1","5","5.499231118104714e-13","1.310744386641529e-13","0.98238372156787","0.09249080662665868","0.09267560362733963"
"blocking,inverseDelay,centrality,free,timeComp1","5","0.2681337343887823","0.044688955731463836","0.9768592807979711","0.1060058689346543","0.10621766908375212"
"blocking,inverseDelay,centrality,free,timeComp2","5","0.0908565870589762","0.015142764654695941","0.9815035286263165","0.09477328328743252","0.09496264068558886"
"blocking,inverseDelay,centrality,timeComp1,timeComp2","5","7.662440988641816e-5","1.2771267568525864e-5","0.9798691999089136","0.09887170014715194","0.09906924619854678"
"blocking,inverseDelay,free,timeComp1,timeComp2","5","0.09871583122659468","0.016751912362336464","0.9776606305876137","0.10415423633598929","0.1043623369157669"
"blocking,centrality,free,timeComp1,timeComp2","5","5.499231118138458e-13","1.3063314232292885e-13","0.98238372156787","0.09249080662665869","0.09267560362733965"
"delay,inverseBlocking,inverseDelay,centrality,free","5","1.374627014314437e-7","2.3055316812411096e-8","0.9815035286263165","0.09477328328743256","0.0949626406855889"
"delay,inverseBlocking,inverseDelay,centrality,timeComp1","5","7.662440988632699e-5","1.2771267568511149e-5","0.9798691999089136","0.098871700147152","0.09906924619854687"
"delay,inverseBlocking,inverseDelay,free,timeComp1","5","0.0017953656350724835","0.00029927382434479454","0.9776606305876135","0.10415423633598937","0.10436233691576699"
"delay,inverseBlocking,centrality,free,timeComp1","5","5.499231118104003e-13","1.3107443866412252e-13","0.98238372156787","0.09249080662665868","0.09267560362733963"
"delay,inverseDelay,centrality,free,timeComp1","5","0.003735463752932242","0.0006226168733902521","0.9801238170381091","0.09824443898091129","0.09844073176199321"
"delay,inverseDelay,centrality,free,timeComp2","5","1.3746270142889274e-7","2.3055316811988665e-8","0.9815035286263166","0.09477328328743238","0.09496264068558871"
"delay,inverseDelay,centrality,timeComp1,timeComp2","5","7.662440988631088e-5","1.277119467975902e-5","0.9798691999089136","0.09887170014715212","0.09906924619854698"
"delay,inverseDelay,free,timeComp1,timeComp2","5","0.001795365635125014","0.00029927749518249134","0.9776606305876137","0.10415423633598929","0.1043623369157669"
"delay,centrality,free,timeComp1,timeComp2","5","5.499231118343764e-13","1.3107443866307729e-13","0.98238372156787","0.0924908066266586","0.09267560362733956"
"inverseBlocking,inverseDelay,centrality,free,timeComp1","5","0.2681337343887823","0.044688955731463836","0.9768592807979711","0.1060058689346543","0.10621766908375212"
"inverseBlocking,inverseDelay,centrality,free,timeComp2","5","0.0908565870589762","0.015142764654695941","0.9815035286263165","0.09477328328743252","0.09496264068558886"
"inverseBlocking,inverseDelay,centrality,timeComp1,timeComp2","5","7.662440988641816e-5","1.2771267568525864e-5","0.9798691999089136","0.09887170014715194","0.09906924619854678"
"inverseBlocking,inverseDelay,free,timeComp1,timeComp2","5","0.09871583122659468","0.016751912362336464","0.9776606305876137","0.10415423633598929","0.1043623369157669"
